hate_category_1,hate_category_2,explanation,english,Amharic,afaan_oromo,Tigregna,otherspellings
Political,,,facist,ፋሽስት,Faashistii,ፋሽስት,
Political,,"This term means “fan” in Tigrinya. According to the Peace Tech Lab study, ""the term is used by some Tigrayans to refer to the prime minister and the incumbent government in a derogatory way. According to a workshop participant it implies that “you don’t have your own thinking and that you are reflecting the idea of people driving you from behind — weightless, only talk, shallow, empty.”""",fan,ማርገብገቢያ,Fanfansituu,መሽረፈት,Musherefet
Political,,,,,Afarsistuu,,
Political,,"This term means “fan” in Tigrinya. According to the Peace Tech Lab study, ""the term is used by some Tigrayans to refer to the prime minister and the incumbent government in a derogatory way. According to a workshop participant it implies that “you don’t have your own thinking and that you are reflecting the idea of people driving you from behind — weightless, only talk, shallow, empty.”""",fano,ፋኖ,Faannoo,ፋኖ,
Political,,,,,Faandoo,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",herd,መንጋ,mangaa,መጓሰ,Meniga
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,Horii,,mengaw
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,menga
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,mengha
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,????
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,qerroo menga
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,qeeroo menga
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,mangaa
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",hostile,ጠላት,Hamneenya,ናግራም,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,Jibba,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,ፀረ,Farra Faashizimii,ፀረ,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",illegal,ህገወጥ,Seermaleessa,ዘይሕጋዊ,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,ሕገ ወጥ,Seeraan ala,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,ህገ ወጥ,Al-seerummaa,,
Political,Ethnic,"According to a CIR workshop, this term is an insult as it denotes 'the enemy'.",Italian,ጣልያን,Xaaliyaanii,ጣልያን,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,left overs,ርዝራዦች,Haracaatuu,ትርፍራፊ,Rizrazoch
Political,,,,,Harcaatota,,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,former systems,የቀድሞ ስርዓት ናፋቂ,Leellistoota Sirna Darbee,ናይ ቀደም ስርዓት ዝናፍቕ,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,massacre,እልቂት,Dhumaatii,ወድመት,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,,,,ጨፍጫፍ,
Political,,This term means ‘Messenger/agent’ often used to refer to the supporters of ruling party.,messenger,ተላላኪ,Ergamtuu,ተላአአኺ,Ergemtu
Political,,This term means ‘Messenger/agent’ often used to refer to the supporters of ruling party.,,,Jalee,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",middle settler,መሐል ሰፋሪ ,Ayyaanlaallattuu,ማእኸል ሰፈሪ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",narrative,ትርክት,Seenessa Sobaa,ተራኺ,Amekela
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,seenaa sobaa,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",immigrant,ፀጉረ ልውጥ,Fuula Haaraa,ጨጉሪ ልውጥ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,መጤ,Madaqoo,ሃዲሽ ሰብ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Galaa,ስደተኛ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Galtuu,መጽአተኛ,
Political,Ethnic,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",OLF,ኦነግ,ABO,ኦነግ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",oppression,ጭቆና,Abbaa Irree,ጭቆና,
Political,Ethnic,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,ጨፍላቂ,Cafaqaa,ጨፍላቂ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,ጭፍራ,Cunqursaa,ጨቋኒ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,ጨቋኝ,Gidirsaa,ጨቋናይ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",outsider,ውጫዊ,Qubattuu,ሃዲሽ ሰብ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,ባዳ,Qubattoota,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,keessummaa,ስደተኛ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",racist,ዘረኛ,Haasaa Jibbiinsaa,ናይ ጽልኢት ዘረባ,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Dubbii Jibbaa,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Arrabsoo,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",refugee,ስደተኛ ,Baqataa,ስደተኛ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Baqattuu,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Rent collector,ኪራይ ሰብሳቢ,kiraa Sassaabduu,ክራይ አካቢ,
Political,Ethnic,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Seceding,ተገንጣይ,Foxxoqxuu,ተገንጻሊ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,,ተነጻሊ,
Political,Ethnic,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Secessionist,አስገንጣይ,Foxxoqsituu,አስገንጻሊ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Supporter,ደጋፊ,Gargaartuu,ደጋፊ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",dependent,ጥገኛ,Hirkattuu,ጽግዕተኛ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Maxxantuu,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Suppressor,አፋኝ,Ukkaamsaa,አፋኒ,
Political,Ethnic,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,ጨቋኝ,Ukkaamsituu,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Hacuucaa,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",leader,መሪ,Geggeessaa,መራሒ ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Geggeessituu,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",plunderer,መቀማት,Buttuu,ዘማቲ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Haqaaqxuu,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",pusher,መገፋት,Dhiibbattuu,ደፋኢ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",robber,መዝረፍ,Saamicha,ሰራቂ,
Political,Ethnic,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",traitor,ባንዳ,Gantuu,"ባንዳ, ካሓዲ",
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",tribalist,ብሄርተኛ,Sabboontota,ብሄርተኛ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,ጎጠኛ,Gantuu,ቀቢላዊ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,ጎሰኛ,Goobanaa,ቀቢላዊ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Gosummaa,ቀቢላዊ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",unitarist,አሃዳዊ,Sirna saba tokkichaa,አሃዳዊ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,አሃዳዊነት,sirna qeenxee,ሓደነት,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Sirna saba tokkichaa,ኣሃዳዊነት,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Leellistuu Sirna Saba tokkichaa,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",usurper,ቀማኛ,Saamtuu,መንዝዐ,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Buttuu,,
Political,Ethnic,This term means ‘Dogs’ which is often used to refer to the supporters of ruling party,,ውሾች,Saroota,ከልቢ,
Political,,This term means ‘One who lives to fill his belly’ and is often used to refer to the supporters of ruling party.,,ሆድ አደር,Abbaa Garaa,ንኽብዱ ነባሪ,Aba Gara
Political,,"According to CIR workshop participants, this term is an insult because it is used to describe a person who commits treason, pr betrays his/her country. Historically, the word was used to describe Sudanese fighters who waged war on King Yohannes the 4th of Ethiopia. ",,ደርቡሽ,Darbuush,,Derbush
Political,,"According to a CIR workshop participant, this insult translates to ""don't open your mouth"". It is used when someone wants to say 'don't talk about something you don't know anything about'.",,አትበጥረቅ,Hin alba'in,አይትድረቅ,
Political,,"According to a CIR workshop, this term is considered an insult as it means 'blame shifting'.",,ማላከክ,"Itti qabata, ",ምልኻኽ,malakke
Political,,"Accordinfg to CIR workshop participants, this term refers to the Eritrean government which the party was called by during the struggle time. It originated from the Arabic word AlShaeb meaning people. It is used to refer to people suspected of sympathizing or supporting the Eritrean government hence, being an enemy of Ethiopia. ",,ሻብያ,Shaabiyaa,ሻዕብያ ,shabia
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,Rebel,አማፂ,Gudeedaa,ዓማጺ,anyagat
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,capitalist,ተገንጣይ,humnaan kan gudeedu,ጎመጸኛ,nyagaat
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,separatist,,,,nyigaat
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,renegade,,,,nyigad
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,nyigat
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,Negade
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,nyegat
Political,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,,,nyagat
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,aged,ያረጀች,jaartii,ዝአረገት,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,old,አሮጊት,,አረጊት,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,grumpy,ነጭናጫ,Dullattii,መንጸርጸሪ,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,grouchy,ተናዳጅ,,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,Arrogant,ትምክተኛ,Of-tuultuu,ዕቡይ,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,big-headed,,,ትምኽተኛ,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,bad,ጉድ,Of-tuulaa,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,horrible,,Waan hoodaa,ሕማቅ,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,waan ajaa'ibaa,ዘስካሕኽሕ,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,Dur-hin jirree,,
Others,Ethnic,A number of similar words in Ethiopian languages that capture multiple meanings.,beasts,አራዊት ,Bineensa Daggalaa,ኣራዊት,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,,,Bineensa,,
Others,,A number of similar words in Ethiopian languages that capture multiple meanings.,beggar,ለማኝ,Kadhattuu,ለማኒ,
Others,,"According to a CIR workshop participant, this term is used to mean burn with anger, equivalent of 'fuming'. ",Burn,እርር,Gubadhu,ምቅጻል,
Others,,,,,Garaan haagubatu,ምሕራር,
Political,Ethnic,A common ethnic slur,Cockroaches,በረሮ,Ilbiisota,ድዱዕ,
Others,Ethnic,A common ethnic slur,,,Bararoo,,
Others,Ethnic,A common ethnic slur,Controversial,አወዛጋቢ,Falmisiisaa,ዘከራኽር,
Others,Ethnic,A common ethnic slur,,,waliin dhahaa,ዘወዛግብ,
Others,,"According to a CIR workshop participant, this term is a derogatory term for an amputee.",Cut,ቆማጣ,shuntuurtuu,ጥቕላል,
Others,,"According to a CIR workshop participant, this term is a derogatory term for an amputee.",,,Shuntuuraa,,
Others,,An Ethiopian insult for someone who is useless.,dead while standing,የቁም ሞት,Reeffa dedmu,ብደውካ ሞት,
Others,,"According to a CIR workshop participant, the literal translation is 'dead', however the term can also mean 'useless'. For example, it can be used to refer to someone who is dead mentally, in terms of not being able to grasp ideas, or thinks the ‘wrong’ way. ",dead,የሞተ,Du'aa,ምውት,
Others,,"According to a CIR workshop participant, the literal translation is 'dead', however the term can also mean 'useless'. For example, it can be used to refer to someone who is dead mentally, in terms of not being able to grasp ideas, or thinks the ‘wrong’ way. ",useless,,Jiraatti kan du'e,ዘይጠቅም,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",Dry eyes,አይነ ደረቅ,Ija-hin fuunee,አይነ ደረቕ፣ ገታር,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",failure,ውድቀት,Tumannaa,ውድቀት,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",Fake,ሀሰተኛ,Kijibduu,ናይ ሓሶት,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,kijibaa,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,ውሸት,Soba,ሓሶት,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",liar,,sobduu,ሓሳዊ,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,kijibduu,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",Fight,ተዋጋ,Falmadhu,ተባአስ፣ ተጋደል,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,ተጋደል,Loli,ተዋጋእ ,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,ተጋደል,Waraani,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Loli,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Qabsaa'i,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,wallansoo qabi,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Morkadhu,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",get rid,አጥፋ,Dhabamsiisi,ምውጋድ,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Buqqisi,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Lafaraa Haxaa'i,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",glutton,ሆዳም,Haadha Garaa,በላዕቲ ,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",gluttony,,Abbaa Garaa,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",greedy,የቀን ጅብ,Waraabessa Guyyaa,ዝብኢ ቀትሪ,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,ባሪያ,Bineensa Guyyaa,,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Ofittoo,ስሱዕ,
Others,,"According to a CIR workshop participant, this term is usually used to indicate that someone is unweilding when accused of doing something, especially theft or adultary",,,Sassattuu,,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",Humiliation,ማፈርያ,yeelloo,መህፈሪ,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",,,Qaanii,ዘህፍር,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",,,Qaanyii,,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",hypocrite,ግብዝ,Of- tuulaa,ግብዝ,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",,,Of-tuultuu,አምሰሉ,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",Ignorant,መሀይም,kan hin baranne,መሃይም,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",,,wallaalaa,,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",,,doofaa,,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",killer,ገዳይ,Ajjeesaa,ቀታሊ,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",murderer,ነፍሰ ገዳይ,Ajjeestuu,ቀታሊ,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",,,Nama lubbuu baase,,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",,,Nama nama ajjeesu,,
Others,,"According to a CIR workshop participant, this is used to describe someone who causes shame on their family, community, culture, etc.. It is someone to be ashamed of. The word directly translated is similar to 'humiliation'.",to kill,ግደል,Ajjeesi,ቀታሊ,
Political,,"According to a CIR workshop participant, people who are considered a 'lefty' are often not treated well. It is considered indesirable, culturally, to be a lefty. ",left,ግራ,Bitaacha,ፀጋም,
Others,,"According to a CIR workshop participant, people who are considered a 'lefty' are often not treated well. It is considered indesirable, culturally, to be a lefty. ",lefty,ገራኝ,,,
