hate_category_1,hate_category_2,explanation,english,amharic,afaan_oromo,tigregna,otherspellings,,,,,,,,,,,,,,,,,,,,
Religious,,"According to CIR workshop participants, this is a formal term used to refer to Islamic religion teachers. It is sometimes used to refer to Muslims who are strong believers. It is not always hateful, context dependent.",,????,Ustaaz,????,Ustaz,,,,,,,,,,,,,,,,,,,,
Religious,,This term means ‘‘Betrayer’’ and is mostly used against Protestant and Pentecostal Religion followers by Christians of the Eastern Orthodox Church (EOC) (the majority of Christians in Ethiopia). ,,????,Munaafiqa,?????,Manafeqe,,,,,,,,,,,,,,,,,,,,
Religious,,This term means ‘‘Betrayer’’ and is mostly used against Protestant and Pentecostal Religion followers by Christians of the Eastern Orthodox Church (EOC) (the majority of Christians in Ethiopia). ,,????,,,munafiq ,,,,,,,,,,,,,,,,,,,,
Religious,,This term means ‘‘Betrayer’’ and is mostly used against Protestant and Pentecostal Religion followers by Christians of the Eastern Orthodox Church (EOC) (the majority of Christians in Ethiopia). ,,????? ,,,menafqan,,,,,,,,,,,,,,,,,,,,
Religious,,This term means ‘‘Betrayer’’ and is mostly used against Protestant and Pentecostal Religion followers by Christians of the Eastern Orthodox Church (EOC) (the majority of Christians in Ethiopia). ,,,,,menafek,,,,,,,,,,,,,,,,,,,,
Religious,,This term means ‘‘Betrayer’’ and is mostly used against Protestant and Pentecostal Religion followers by Christians of the Eastern Orthodox Church (EOC) (the majority of Christians in Ethiopia). ,,,,,munafik,,,,,,,,,,,,,,,,,,,,
Religious,,This term means ‘‘Betrayer’’ and is mostly used against Protestant and Pentecostal Religion followers by Christians of the Eastern Orthodox Church (EOC) (the majority of Christians in Ethiopia). ,,,,,Menafik,,,,,,,,,,,,,,,,,,,,
Religious,,This term means ‘‘Betrayer’’ and is mostly used against Protestant and Pentecostal Religion followers by Christians of the Eastern Orthodox Church (EOC) (the majority of Christians in Ethiopia). ,,,,,Menafeq,,,,,,,,,,,,,,,,,,,,
Religious,,"This term is used by members of the Muslim community, against other followers of Islam who are considered 'less Muslim'.",,????,Ahbashii,????,Ahbash,,,,,,,,,,,,,,,,,,,,
Religious,,A derogatory term used to refer to Jewish people in Ethiopia which has evolved to have a connotation that can be more understood as 'migrant'.,,???,Falaashaa,???,Felasha,,,,,,,,,,,,,,,,,,,,
Religious,,"This term is used against Muslims, by non-Muslims. It literally means ‘ass washer’ and has roots in the religious practise of washing prior to prayers  ",,?? ???,warra hudduu miicu,???? ???,Kiti atabi,,,,,,,,,,,,,,,,,,,,
,,"This term is used against Muslims, by non-Muslims. It literally means ‘ass washer’ and has roots in the religious practise of washing prior to prayers  ",,,,,Qit Atabi,,,,,,,,,,,,,,,,,,,,
Religious,,"According to CIR workshop participants, Wahabiy is a Muslim sect that is perceived to be extremist and fundamentalist; sometimes it is used to refer Muslims in general or Muslims who are believed to take their religion seriously",,????,Wehabii,????,Wehabiy,,,,,,,,,,,,,,,,,,,,
Religious,,"According to CIR workshop participants, Wahabiy is a Muslim sect that is perceived to be extremist and fundamentalist; sometimes it is used to refer Muslims in general or Muslims who are believed to take their religion seriously",,,Wahbiyyii,,,,,,,,,,,,,,,,,,,,,,
Religious,,A term used to describe protestants.,,???,,???,Koste,,,,,,,,,,,,,,,,,,,,
,,A term used to describe protestants.,,,,,Kale,,,,,,,,,,,,,,,,,,,,
Political,,A term used to describe protestants.,an enemy,???,Diina,???,,,,,,,,,,,,,,,,,,,,,
Political,,A term used to describe protestants.,Apartheid,??????,Appaartaayidii,??????,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,A term used to describe protestants.,backwards,?????,Boodatti Hafaa,?????,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,A term used to describe protestants.,,,Boodatti Haftuu,,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,A term used to describe protestants.,,,Moofaa,,,,,,,,,,,,,,,,,,,,,,
Political,,A term used to describe protestants.,,,Doofaa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",bootlicker ,?????,Jala fiigduu,?????,,,,,,,,,,,,,,,,,,,,,
Political,,,,,Jalee,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",Cadre,???,Dabballee,???,,,,,,,,,,,,,,,,,,,,,
Political,,,,,Kaadiree,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",colonial ruler,?? ??,Sirna Bittaa,???? ????,,,,,,,,,,,,,,,,,,,,,
Political,,,,,kolonii,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",conspiracy,??,Shira,???,,,,,,,,,,,,,,,,,,,,,
Political,,,conspirator ,???,Shira Xaxaa,?????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",,,Shira Xaxxuu,,,,,,,,,,,,,,,,,,,,,,
Political,,,demolish,????,Balleessuudha,?????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",destruct ,????,Barbadeessaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,,,,Diiggaa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",,,Diigaa,,,,,,,,,,,,,,,,,,,,,,
Political,,,eradicate,,dhabmsiisuu dha,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",dictator,??????,Abbaa Irree,??? ???,,,,,,,,,,,,,,,,,,,,,
Political,,,Discrimination,???,Qoqqoddaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",,,Loogii,,,,,,,,,,,,,,,,,,,,,,
Political,,,Divide and rule,????? ??,Qoqqoodii Biti,????? ????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",,,Qoqqoodii Bulchi,,,,,,,,,,,,,,,,,,,,,,
Political,,,Division mongerer,????,Leellistuu Qoqqooddaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",Exclusionary,????,Laagii,????,,,,,,,,,,,,,,,,,,,,,
Political,,,,,Adda-qoodaa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",expander,????,Bal'ifataa,????? ,,,,,,,,,,,,,,,,,,,,,
Political,,,Expansive,????,Daangaa bal'ufannaa,?????? ,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",,,Facaatuu,,,,,,,,,,,,,,,,,,,,,,
Political,,,,,Daangaa babal'ifattuu,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",exploitative,????,Dafqa namaa nyaatti,????,,,,,,,,,,,,,,,,,,,,,
Political,,,opportunist,????,Saamtuu,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",exploitative,,Namatti,,,,,,,,,,,,,,,,,,,,,,
Political,,,,,fayyadamuu,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",,,Dantummaa,,,,,,,,,,,,,,,,,,,,,,
Political,Religious,,Extremist,????,Fiinxaalessa,???,,,,,,,,,,,,,,,,,,,,,
Political,Religious,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",,????,Leellistuu,????,,,,,,,,,,,,,,,,,,,,,
Political,,,,,Fiinxaalessa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, 'bootlicker' is an insult because people use it to refer to someone they don’t agree with. For example, it is like calling someone a ‘sympathiser’ with a cause or group they don’t align with.   ",facism,?????,Faashizimii,????,,,,,,,,,,,,,,,,,,,,,
Political,,,facist,????,Faashistii,????,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means “fan” in Tigrinya. According to the Peace Tech Lab study, ""the term is used by some Tigrayans to refer to the prime minister and the incumbent government in a derogatory way. According to a workshop participant it implies that “you don’t have your own thinking and that you are reflecting the idea of people driving you from behind — weightless, only talk, shallow, empty.”""",fan,???????,Fanfansituu,?????,Musherefet,,,,,,,,,,,,,,,,,,,,
Political,,,,,Afarsistuu,,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means “fan” in Tigrinya. According to the Peace Tech Lab study, ""the term is used by some Tigrayans to refer to the prime minister and the incumbent government in a derogatory way. According to a workshop participant it implies that “you don’t have your own thinking and that you are reflecting the idea of people driving you from behind — weightless, only talk, shallow, empty.”""",fano,??,Faannoo,??,,,,,,,,,,,,,,,,,,,,,
Political,,,,,Faandoo,,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",herd,???,mangaa,???,Meniga,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,Horii,,mengaw,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,menga,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,mengha,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,????,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,qerroo menga,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,qeeroo menga,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,,,mangaa,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",hostile,???,Hamneenya,????,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,,Jibba,,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,??,Farra Faashizimii,??,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",illegal,????,Seermaleessa,?????,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,?? ??,Seeraan ala,,,,,,,,,,,,,,,,,,,,,,
Political,,"This term means Herd and also MOB. According to Peace Tech Lab survey respondents, ""menga (herd) is generally used to refer to demonstrators, groups, or movements in a derogatory way, implying that they are mob-like, manipulated, and “a group of people under a certain chain of command and [that] follow that command without thinking” — like a mindless herd of cattle. The use of the term menga as described above, is dehu- manizing because it compares political (youth) groups to herds of cattle susceptible to being manipulated by their leader(s), “following them without question.”""",,?? ??,Al-seerummaa,,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to a CIR workshop, this term is an insult as it denotes 'the enemy'.",Italian,????,Xaaliyaanii,????,,,,,,,,,,,,,,,,,,,,,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,left overs,?????,Haracaatuu,?????,Rizrazoch,,,,,,,,,,,,,,,,,,,,
Political,,,,,Harcaatota,,,,,,,,,,,,,,,,,,,,,,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,former systems,???? ???? ???,Leellistoota Sirna Darbee,?? ??? ???? ????,,,,,,,,,,,,,,,,,,,,,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,massacre ,????,Dhumaatii,????,,,,,,,,,,,,,,,,,,,,,
Political,,This term means ‘Leftovers’ and is usually used to refer to people who support/promote past regime's (group's) interests.,,,,????,,,,,,,,,,,,,,,,,,,,,
Political,,This term means ‘Messenger/agent’ often used to refer to the supporters of ruling party.,messenger,????,Ergamtuu,?????,Ergemtu,,,,,,,,,,,,,,,,,,,,
Political,,This term means ‘Messenger/agent’ often used to refer to the supporters of ruling party.,,,Jalee,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",middle settler,??? ??? ,Ayyaanlaallattuu,???? ???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",narrative,????,Seenessa Sobaa,???,Amekela ,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,seenaa sobaa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",immigrant,??? ???,Fuula Haaraa,??? ???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,??,Madaqoo,??? ??,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Galaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Galtuu,?????,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",OLF,???,ABO,???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",oppression,???,Abbaa Irree,???,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,????,Cafaqaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,???,Cunqursaa,???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,???,Gidirsaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",outsider,???,Qubattuu,??? ??,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,??,Qubattoota,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,keessummaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",racist,???,Haasaa Jibbiinsaa,?? ???? ???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Dubbii Jibbaa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to a CIR workshop, this term is considered an insult or a threat because it means middle ground. Not taking sides is considered weak, not brave and selfish. A commonly used motto outlines the need to ‘either support or oppose us’.",,,Arrabsoo,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",refugee,???? ,Baqataa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Baqattuu,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Rent collector,??? ????,kiraa Sassaabduu,??? ???,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Seceding,?????,Foxxoqxuu,?????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,,????,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Secessionist,??????,Foxxoqsituu,??????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Supporter,???,Gargaartuu,???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",dependent,???,Hirkattuu,?????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Maxxantuu,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",Suppressor,???,Ukkaamsaa,???,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,???,Ukkaamsituu,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Hacuucaa,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",leader,??,Geggeessaa,??? ,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Geggeessituu,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",plunderer,????,Buttuu,???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Haqaaqxuu,,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",pusher,????,Dhiibbattuu,???,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",robber,????,Saamicha,???,,,,,,,,,,,,,,,,,,,,,
Political,Ethnic ,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",traitor ,???,Gantuu,"???, ???",,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",tribalist,?????,Sabboontota,?????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,???,Gantuu,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,???,Goobanaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,,Gosummaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",unitarist,????,Sirna saba tokkichaa,????,,,,,,,,,,,,,,,,,,,,,
Political,,"According to CIR workshop participants, this term translates to ‘refugee’ and can be considered an insult because it signifies ‘outsider’ who doesn’t belong in Ethiopia.",,??????,sirna qeenxee,????,,,,,,,,,,,,,,,,,,,,,
